"filename", "language", "XML", "Dart", "YAML", "JSON", "Markdown", "HTML", "Properties", "Groovy", "Project.pbxproj", "Swift", "C++", "Java", "comment", "blank", "total"
"/Users/bharaths/StudioProjects/COR/lib/theme.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"/Users/bharaths/StudioProjects/COR/lib/widgets/alertbox.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/bharaths/StudioProjects/COR/lib/widgets/customappbar.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/bharaths/StudioProjects/COR/lib/widgets/empty_cart.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/bharaths/StudioProjects/COR/lib/widgets/gridcard.dart", "Dart", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/Users/bharaths/StudioProjects/COR/lib/widgets/inputfield.dart", "Dart", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/bharaths/StudioProjects/COR/lib/widgets/text.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"/Users/bharaths/StudioProjects/COR/pubspec.yaml", "YAML", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/bharaths/StudioProjects/COR/test/widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/Users/bharaths/StudioProjects/COR/web/index.html", "HTML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 16, 6, 60
"/Users/bharaths/StudioProjects/COR/web/manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 570, 2485, 56, 757, 40, 38, 8, 89, 642, 19, 1, 13, 203, 363, 5284
